,EDIS status,Last average demand +A,Last average demand -A,Last average demand +Ri,Last average demand +Rc,Last average demand -Ri,Last average demand -Rc,Last average demand +VA,Last average demand -VA,Voltage L1,Voltage L2,Voltage L3,Current L1,Current L2,Current L3,Relative THD [%] voltage,Relative THD [%] current,Energy +A,Energy -A,Unnamed: 20,Unnamed: 21,Unnamed: 22,Clock.1,GHI,Eq
2021-07-20 00:15:00,80800000.0,159.0,0.0,0.0,0.0,0.0,222.0,272.0,0.0,66.27,66.47,65.87,0.0,0.0,0.0,0.681,0.329,2558733.6,64835364.1,,,,,0.0,0.0
2021-07-20 00:30:00,80800000.0,157.0,0.0,0.0,0.0,0.0,237.0,285.0,0.0,66.11,66.32,65.71,0.0,0.0,0.0,0.654,0.316,2558772.9,64835364.1,,,,,0.0,0.0
2021-07-20 00:45:00,80800000.0,156.0,0.0,0.0,0.0,0.0,241.0,287.0,0.0,66.11,66.31,65.71,0.0,0.0,0.0,0.733,0.344,2558811.9,64835364.1,,,,,0.0,0.0
2021-07-20 01:00:00,80800000.0,155.0,0.0,0.0,0.0,0.0,221.0,270.0,0.0,66.95,67.22,66.64,0.0,0.0,0.0,0.747,0.324,2558850.5,64835364.1,,,,,0.0,0.0
2021-07-20 01:15:00,80800000.0,152.0,0.0,0.0,0.0,0.0,238.0,282.0,0.0,66.36,66.63,66.06,0.0,0.0,0.0,0.741,0.316,2558888.6,64835364.1,,,,,0.0,0.0
2021-07-20 01:30:00,80800000.0,166.0,0.0,0.0,0.0,0.0,222.0,277.0,0.0,66.12,66.41,65.86,0.0,0.0,0.0,0.726,0.327,2558930.0,64835364.1,,,,,0.0,0.0
2021-07-20 01:45:00,80800000.0,167.0,0.0,0.0,0.0,0.0,221.0,277.0,0.0,66.26,66.55,66.01,0.0,0.0,0.0,0.735,0.326,2558971.8,64835364.1,,,,,0.0,0.0
2021-07-20 02:00:00,80800000.0,166.0,0.0,0.0,0.0,0.0,219.0,276.0,0.0,66.31,66.61,66.06,0.0,0.0,0.0,0.733,0.335,2559013.5,64835364.1,,,,,0.0,0.0
2021-07-20 02:15:00,80800000.0,167.0,0.0,0.0,0.0,0.0,221.0,277.0,0.0,66.21,66.5,65.97,0.0,0.0,0.0,0.735,0.327,2559055.2,64835364.1,,,,,0.0,0.0
2021-07-20 02:30:00,80800000.0,166.0,0.0,0.0,0.0,0.0,222.0,277.0,0.0,66.19,66.48,65.95,0.0,0.0,0.0,0.72,0.329,2559096.6,64835364.1,,,,,0.0,0.0
2021-07-20 02:45:00,80800000.0,163.0,0.0,0.0,0.0,0.0,223.0,276.0,0.0,66.1,66.38,65.85,0.0,0.0,0.0,0.718,0.322,2559137.4,64835364.1,,,,,0.0,0.0
2021-07-20 03:00:00,80800000.0,166.0,0.0,0.0,0.0,0.0,225.0,280.0,0.0,66.09,66.38,65.84,0.0,0.0,0.0,0.688,0.319,2559179.0,64835364.1,,,,,0.0,0.0
2021-07-20 03:15:00,80800000.0,161.0,0.0,0.0,0.0,0.0,233.0,283.0,0.0,65.95,66.22,65.67,0.0,0.0,0.0,0.678,0.32,2559219.1,64835364.1,,,,,0.0,0.0
2021-07-20 03:30:00,80800000.0,163.0,0.0,0.0,0.0,0.0,232.0,284.0,0.0,65.96,66.24,65.68,0.0,0.0,0.0,0.67,0.32,2559259.9,64835364.1,,,,,0.0,0.0
2021-07-20 03:45:00,80800000.0,158.0,0.0,0.0,0.0,0.0,232.0,281.0,0.0,66.02,66.29,65.72,0.0,0.0,0.0,0.676,0.313,2559299.3,64835364.1,,,,,0.0,0.0
2021-07-20 04:00:00,80800000.0,154.0,0.0,0.0,0.0,0.0,233.0,279.0,0.0,66.03,66.29,65.73,0.0,0.0,0.0,0.688,0.318,2559337.8,64835364.1,,,,,0.0,0.0
2021-07-20 04:15:00,80800000.0,155.0,0.0,0.0,0.0,0.0,233.0,280.0,0.0,66.08,66.34,65.78,0.0,0.0,0.0,0.661,0.32,2559376.7,64835364.1,,,,,0.0,0.0
2021-07-20 04:30:00,80800000.0,154.0,0.0,0.0,0.0,0.0,234.0,280.0,0.0,66.06,66.32,65.76,0.0,0.0,0.0,0.67,0.324,2559415.2,64835364.1,,,,,0.0,0.0
2021-07-20 04:45:00,80800000.0,155.0,0.0,0.0,0.0,0.0,233.0,281.0,0.0,66.02,66.28,65.72,0.0,0.0,0.0,0.652,0.316,2559453.9,64835364.1,,,,,0.0,0.0
2021-07-20 05:00:00,80800000.0,159.0,0.0,0.0,0.0,0.0,233.0,281.0,0.0,65.96,66.23,65.66,0.0,0.0,0.0,0.66,0.319,2559493.7,64835364.1,,,,,0.0,0.0
2021-07-20 05:15:00,80800000.0,168.0,0.0,0.0,0.0,0.0,211.0,270.0,0.0,65.88,66.14,65.58,0.0,0.0,0.0,0.653,0.334,2559535.7,64835364.1,,,,,0.0,0.0
2021-07-20 05:30:00,80800000.0,185.0,0.0,0.0,0.0,0.0,207.0,280.0,0.0,65.53,65.77,65.19,0.0,0.0,0.0,0.663,0.39,2559581.8,64835364.1,,,,,0.0,0.0
2021-07-20 05:45:00,80800000.0,210.0,0.0,0.0,0.0,0.0,134.0,250.0,0.0,65.49,65.71,65.12,0.0,0.0,0.0,0.656,0.456,2559634.5,64835364.1,,,,,0.0,0.0
2021-07-20 06:00:00,80800000.0,222.0,0.0,0.0,0.0,0.0,91.0,239.0,0.0,65.52,65.73,65.13,0.0,0.01,0.0,0.655,0.523,2559689.8,64835364.1,,,,,0.0,0.0
2021-07-20 06:15:00,80800000.0,223.0,0.0,0.0,0.0,0.0,74.0,236.0,0.0,65.08,65.25,64.65,0.0,0.01,0.0,0.637,0.527,2559745.7,64835364.1,,,,,0.0,0.0
2021-07-20 06:30:00,80800000.0,230.0,0.0,0.0,0.0,0.0,51.0,237.0,0.0,65.12,65.29,64.69,0.0,0.01,0.0,0.649,0.604,2559803.2,64835364.1,,,,,0.0,0.0
2021-07-20 06:45:00,80800000.0,243.0,0.0,2.0,0.0,0.0,11.0,243.0,0.0,65.67,65.84,65.24,0.0,0.01,0.0,0.693,0.623,2559863.8,64835364.1,,,,,0.0,0.0
2021-07-20 07:00:00,80800000.0,233.0,0.0,9.0,0.0,0.0,29.0,242.0,0.0,65.99,66.19,65.58,0.0,0.01,0.0,0.726,0.348,2559922.2,64835364.1,,,,,0.0,0.0
2021-07-20 07:15:00,80800000.0,116.0,13.0,64.0,43.0,0.0,91.0,205.0,46.0,66.03,66.17,65.6,0.01,0.01,0.01,0.739,1.227,2559951.2,64835367.4,,,,,23.443983,0.4608645172213607
2021-07-20 07:30:00,80800000.0,0.0,1941.0,0.0,202.0,0.0,0.0,0.0,1970.0,66.01,66.06,65.53,0.02,0.02,0.04,0.754,1.266,2559951.2,64835852.7,,,,,84.33362,1.7437293936250642
2021-07-20 07:45:00,80800000.0,0.0,4826.0,0.0,239.0,0.0,0.0,0.0,4833.0,65.8,65.84,65.32,0.05,0.05,0.08,0.79,1.455,2559951.2,64837059.1,,,,,154.34268,3.1688758893894717
2021-07-20 08:00:00,80800000.0,0.0,9057.0,0.0,403.0,0.0,0.0,0.0,9066.0,65.72,65.66,65.17,0.11,0.1,0.14,0.78,1.644,2559951.2,64839323.4,,,,,216.0324,4.380471833697306
2021-07-20 08:15:00,80800000.0,0.0,16597.0,0.0,883.0,0.0,0.0,0.0,16621.0,65.89,65.75,65.3,0.2,0.19,0.24,0.841,1.703,2559951.2,64843472.7,,,,,274.87112,5.497494622201304
2021-07-20 08:30:00,80800000.0,0.0,21117.0,0.0,1335.0,0.0,0.0,0.0,21159.0,66.08,65.94,65.49,0.25,0.25,0.29,0.817,1.676,2559951.2,64848751.9,,,,,324.8103,6.416012629935671
2021-07-20 08:45:00,80800000.0,0.0,25203.0,0.0,1794.0,0.0,0.0,0.0,25267.0,66.04,65.91,65.45,0.31,0.3,0.34,0.792,1.569,2559951.2,64855052.8,,,,,372.6855,7.27109352090824
2021-07-20 09:00:00,80800000.0,0.0,28971.0,0.0,2313.0,0.0,0.0,0.0,29063.0,65.67,65.55,65.1,0.35,0.35,0.39,0.769,1.541,2559951.2,64862295.3,,,,,424.26962,8.164507996225103
2021-07-20 09:15:00,80800000.0,0.0,32479.0,0.0,2877.0,0.0,0.0,0.0,32606.0,65.7,65.6,65.14,0.4,0.4,0.44,0.705,1.437,2559951.2,64870415.1,,,,,477.9957,9.064241286151413
2021-07-20 09:30:00,80800000.0,0.0,35688.0,0.0,3440.0,0.0,0.0,0.0,35853.0,65.84,65.76,65.3,0.44,0.44,0.47,0.701,1.348,2559951.2,64879337.2,,,,,528.59784,9.8829399452975
2021-07-20 09:45:00,80800000.0,0.0,38655.0,0.0,4038.0,0.0,0.0,0.0,38865.0,65.69,65.63,65.16,0.48,0.48,0.51,0.676,1.271,2559951.2,64889000.9,,,,,576.7327,10.635865515063864
2021-07-20 10:00:00,80800000.0,0.0,41033.0,0.0,4547.0,0.0,0.0,0.0,41284.0,65.64,65.6,65.12,0.51,0.51,0.54,0.659,1.185,2559951.2,64899259.2,,,,,621.3868,11.311804893634536
2021-07-20 10:15:00,80800000.0,0.0,43138.0,0.0,4973.0,0.0,0.0,0.0,43424.0,65.53,65.5,65.03,0.54,0.54,0.57,0.687,1.281,2559951.2,64910043.7,,,,,662.803,11.91933944155904
2021-07-20 10:30:00,80800000.0,0.0,45277.0,0.0,5477.0,0.0,0.0,0.0,45605.0,65.33,65.3,64.82,0.57,0.57,0.6,0.689,1.291,2559951.2,64921362.8,,,,,700.1439999999999,12.45109650319616
2021-07-20 10:45:00,80800000.0,0.0,47610.0,0.0,6098.0,0.0,0.0,0.0,47998.0,65.15,65.1,64.64,0.6,0.61,0.63,0.628,1.152,2559951.2,64933265.4,,,,,733.5967400000001,12.914599282153866
2021-07-20 11:00:00,80800000.0,0.0,48999.0,0.0,6512.0,0.0,0.0,0.0,49430.0,64.9,64.85,64.39,0.62,0.63,0.65,0.636,1.163,2559951.2,64945515.3,,,,,762.93524,13.311075840639816
2021-07-20 11:15:00,80800000.0,0.0,50258.0,0.0,6766.0,0.0,0.0,0.0,50710.0,65.14,65.09,64.62,0.63,0.64,0.66,0.695,1.346,2559951.2,64958079.7,,,,,788.19696,13.644955973022366
2021-07-20 11:30:00,80800000.0,0.0,51168.0,0.0,7000.0,0.0,0.0,0.0,51644.0,65.6,65.57,65.09,0.64,0.65,0.67,0.687,1.362,2559951.2,64970871.7,,,,,809.2153,13.917460375957749
2021-07-20 11:45:00,80800000.0,0.0,51863.0,0.0,7230.0,0.0,0.0,0.0,52362.0,65.47,65.43,64.95,0.65,0.66,0.68,0.667,1.364,2559951.2,64983837.4,,,,,826.2319,14.1345610044778
2021-07-20 12:00:00,80800000.0,0.0,52796.0,0.0,7533.0,0.0,0.0,0.0,53330.0,65.35,65.31,64.83,0.66,0.67,0.69,0.635,1.257,2559951.2,64997036.5,,,,,838.7298,14.29200465390026
2021-07-20 12:15:00,80800000.0,0.0,53410.0,0.0,7607.0,0.0,0.0,0.0,53949.0,65.82,65.79,65.3,0.67,0.68,0.7,0.647,1.427,2559951.2,65010389.0,,,,,847.02716,14.3955928966095
2021-07-20 12:30:00,80800000.0,0.0,53546.0,0.0,7650.0,0.0,0.0,0.0,54088.0,65.86,65.83,65.34,0.67,0.68,0.7,0.648,1.358,2559951.2,65023775.4,,,,,850.81195,14.442595277260356
2021-07-20 12:45:00,80800000.0,0.0,53343.0,0.0,7621.0,0.0,0.0,0.0,53883.0,65.79,65.77,65.27,0.67,0.68,0.7,0.65,1.394,2559951.2,65037111.1,,,,,849.59564,14.427507216001867
2021-07-20 13:00:00,80800000.0,0.0,52439.0,0.0,7345.0,0.0,0.0,0.0,52952.0,66.11,66.1,65.61,0.65,0.66,0.68,0.641,1.374,2559951.2,65050220.9,,,,,843.76184,14.35491645323739
2021-07-20 13:15:00,80800000.0,0.0,52277.0,0.0,7342.0,0.0,0.0,0.0,52790.0,66.37,66.37,65.86,0.65,0.66,0.68,0.679,1.286,2559951.2,65063290.3,,,,,833.1383,14.221775204017716
2021-07-20 13:30:00,80800000.0,0.0,51702.0,0.0,7251.0,0.0,0.0,0.0,52206.0,66.18,66.15,65.65,0.64,0.65,0.67,0.704,1.312,2559951.2,65076215.6,,,,,818.2710599999999,14.033387453973631
2021-07-20 13:45:00,80800000.0,0.0,50897.0,0.0,7007.0,0.0,0.0,0.0,51377.0,65.95,65.92,65.42,0.63,0.64,0.66,0.681,1.416,2559951.2,65088940.0,,,,,798.52277,13.779431523055909
2021-07-20 14:00:00,80800000.0,0.0,50031.0,0.0,6721.0,0.0,0.0,0.0,50479.0,65.89,65.85,65.36,0.62,0.63,0.65,0.684,1.34,2559951.2,65101447.7,,,,,775.3139,13.47555016367934
2021-07-20 14:15:00,80800000.0,0.0,48735.0,0.0,6393.0,0.0,0.0,0.0,49151.0,65.77,65.72,65.24,0.61,0.62,0.64,0.71,1.385,2559951.2,65113631.5,,,,,747.1541,13.098975520141352
2021-07-20 14:30:00,80800000.0,0.0,47438.0,0.0,6061.0,0.0,0.0,0.0,47823.0,65.69,65.66,65.17,0.59,0.6,0.62,0.675,1.448,2559951.2,65125491.0,,,,,715.41296,12.664165222652368
2021-07-20 14:45:00,80800000.0,0.0,45781.0,0.0,5618.0,0.0,0.0,0.0,46123.0,65.98,65.95,65.46,0.57,0.57,0.6,0.693,1.461,2559951.2,65136936.3,,,,,679.61456,12.160623127907874
2021-07-20 15:00:00,80800000.0,0.0,44073.0,0.0,5206.0,0.0,0.0,0.0,44379.0,66.02,65.99,65.5,0.55,0.55,0.58,0.689,1.505,2559951.2,65147954.5,,,,,640.54626,11.595174919372068
2021-07-20 15:15:00,80800000.0,0.0,41931.0,0.0,4715.0,0.0,0.0,0.0,42195.0,66.07,66.04,65.54,0.52,0.52,0.55,0.694,1.493,2559951.2,65158437.3,,,,,597.12695,10.947269468625311
2021-07-20 15:30:00,80800000.0,0.0,39578.0,0.0,4206.0,0.0,0.0,0.0,39801.0,66.19,66.16,65.66,0.49,0.49,0.52,0.698,1.562,2559951.2,65168331.8,,,,,551.264,10.24062445253376
2021-07-20 15:45:00,80800000.0,0.0,36959.0,0.0,3699.0,0.0,0.0,0.0,37143.0,66.18,66.13,65.63,0.45,0.45,0.49,0.709,1.608,2559951.2,65177571.4,,,,,501.7754,9.45244596387433
2021-07-20 16:00:00,80800000.0,0.0,33947.0,0.0,3141.0,0.0,0.0,0.0,34091.0,66.27,66.22,65.71,0.42,0.41,0.45,0.762,1.594,2559951.2,65186058.1,,,,,449.8559,8.596909915139433
2021-07-20 16:15:00,80800000.0,0.0,30448.0,0.0,2550.0,0.0,0.0,0.0,30555.0,66.71,66.66,66.13,0.37,0.36,0.4,0.764,1.646,2559951.2,65193670.3,,,,,394.8479,7.65848381360881
2021-07-20 16:30:00,80800000.0,0.0,25651.0,0.0,1897.0,0.0,0.0,0.0,25721.0,66.78,66.75,66.19,0.31,0.3,0.34,0.781,1.693,2559951.2,65200083.1,,,,,338.0555,6.655075377823441
2021-07-20 16:45:00,80800000.0,0.0,21925.0,0.0,1461.0,0.0,0.0,0.0,21973.0,66.71,66.68,66.12,0.27,0.25,0.3,0.785,1.698,2559951.2,65205564.1,,,,,279.30048,5.580059250182427
2021-07-20 17:00:00,80800000.0,0.0,17562.0,0.0,1039.0,0.0,0.0,0.0,17593.0,66.78,66.78,66.2,0.21,0.2,0.24,0.78,1.65,2559951.2,65209954.6,,,,,219.87642,4.454598593108232
2021-07-20 17:15:00,80800000.0,0.0,12046.0,0.0,655.0,0.0,0.0,0.0,12064.0,66.6,66.63,66.04,0.15,0.13,0.17,0.818,1.562,2559951.2,65212966.3,,,,,159.3423,3.2686110774830626
2021-07-20 17:30:00,80800000.0,0.0,5704.0,0.0,378.0,0.0,0.0,0.0,5717.0,66.82,66.92,66.32,0.07,0.05,0.09,0.807,1.388,2559951.2,65214392.1,,,,,100.17115,2.070794882699766
2021-07-20 17:45:00,80800000.0,0.0,3053.0,0.0,349.0,0.0,0.0,0.0,3075.0,66.95,67.08,66.48,0.04,0.03,0.05,0.786,1.277,2559951.2,65215155.5,,,,,60.65013,1.249542860966548
2021-07-20 18:00:00,80800000.0,55.0,474.0,42.0,197.0,0.0,4.0,78.0,536.0,66.86,67.02,66.41,0.01,0.01,0.02,0.773,0.555,2559965.1,65215273.9,,,,,0.3941221,0.0
2021-07-20 18:15:00,80800000.0,171.0,0.0,0.0,0.0,0.0,149.0,233.0,0.0,66.33,66.56,65.91,0.0,0.0,0.0,0.698,0.307,2560007.6,65215273.9,,,,,0.0,0.0
2021-07-20 18:30:00,80800000.0,158.0,0.0,0.0,0.0,0.0,243.0,290.0,0.0,65.13,65.31,64.66,0.0,0.0,0.0,0.602,0.301,2560047.1,65215273.9,,,,,0.0,0.0
2021-07-20 18:45:00,80800000.0,158.0,0.0,0.0,0.0,0.0,240.0,288.0,0.0,64.89,65.05,64.4,0.0,0.0,0.0,0.621,0.313,2560086.6,65215273.9,,,,,0.0,0.0
2021-07-20 19:00:00,80800000.0,156.0,0.0,0.0,0.0,0.0,229.0,277.0,0.0,65.18,65.35,64.7,0.0,0.0,0.0,0.655,0.328,2560125.8,65215273.9,,,,,0.0,0.0
2021-07-20 19:15:00,80800000.0,157.0,0.0,0.0,0.0,0.0,222.0,272.0,0.0,65.34,65.52,64.87,0.0,0.0,0.0,0.64,0.32,2560164.9,65215273.9,,,,,0.0,0.0
2021-07-20 19:30:00,80800000.0,158.0,0.0,0.0,0.0,0.0,220.0,271.0,0.0,65.39,65.57,64.94,0.0,0.0,0.0,0.697,0.342,2560204.3,65215273.9,,,,,0.0,0.0
2021-07-20 19:45:00,80800000.0,158.0,0.0,0.0,0.0,0.0,209.0,262.0,0.0,65.64,65.84,65.21,0.0,0.0,0.0,0.672,0.318,2560243.9,65215273.9,,,,,0.0,0.0
2021-07-20 20:00:00,80800000.0,158.0,0.0,0.0,0.0,0.0,211.0,264.0,0.0,65.53,65.74,65.1,0.0,0.0,0.0,0.667,0.34,2560283.4,65215273.9,,,,,0.0,0.0
2021-07-20 20:15:00,80800000.0,158.0,0.0,0.0,0.0,0.0,205.0,258.0,0.0,65.74,65.94,65.29,0.0,0.0,0.0,0.692,0.34,2560323.0,65215273.9,,,,,0.0,0.0
2021-07-20 20:30:00,80800000.0,160.0,0.0,0.0,0.0,0.0,199.0,256.0,0.0,65.83,66.04,65.39,0.0,0.0,0.0,0.683,0.342,2560363.0,65215273.9,,,,,0.0,0.0
2021-07-20 20:45:00,80800000.0,160.0,0.0,0.0,0.0,0.0,197.0,253.0,0.0,65.84,66.05,65.41,0.0,0.0,0.0,0.663,0.336,2560402.9,65215273.9,,,,,0.0,0.0
2021-07-20 21:00:00,80800000.0,159.0,0.0,0.0,0.0,0.0,204.0,259.0,0.0,65.69,65.89,65.25,0.0,0.0,0.0,0.69,0.34,2560442.7,65215273.9,,,,,0.0,0.0
2021-07-20 21:15:00,80800000.0,159.0,0.0,0.0,0.0,0.0,198.0,254.0,0.0,65.82,66.01,65.37,0.0,0.0,0.0,0.694,0.352,2560482.4,65215273.9,,,,,0.0,0.0
2021-07-20 21:30:00,80800000.0,162.0,0.0,0.0,0.0,0.0,189.0,249.0,0.0,65.98,66.18,65.54,0.0,0.0,0.0,0.693,0.352,2560522.9,65215273.9,,,,,0.0,0.0
2021-07-20 21:45:00,80800000.0,163.0,0.0,0.0,0.0,0.0,193.0,253.0,0.0,65.9,66.1,65.46,0.0,0.0,0.0,0.706,0.338,2560563.6,65215273.9,,,,,0.0,0.0
2021-07-20 22:00:00,80800000.0,163.0,0.0,0.0,0.0,0.0,206.0,262.0,0.0,65.62,65.82,65.17,0.0,0.0,0.0,0.66,0.333,2560604.4,65215273.9,,,,,0.0,0.0
2021-07-20 22:15:00,80800000.0,163.0,0.0,0.0,0.0,0.0,204.0,261.0,0.0,65.59,65.79,65.13,0.0,0.0,0.0,0.66,0.337,2560645.2,65215273.9,,,,,0.0,0.0
2021-07-20 22:30:00,80800000.0,163.0,0.0,0.0,0.0,0.0,191.0,252.0,0.0,65.82,66.04,65.4,0.0,0.0,0.0,0.734,0.348,2560685.9,65215273.9,,,,,0.0,0.0
2021-07-20 22:45:00,80800000.0,158.0,0.0,0.0,0.0,0.0,244.0,291.0,0.0,65.63,65.84,65.22,0.0,0.0,0.0,0.678,0.299,2560725.4,65215273.9,,,,,0.0,0.0
2021-07-20 23:00:00,80800000.0,156.0,0.0,0.0,0.0,0.0,267.0,309.0,0.0,65.32,65.51,64.89,0.0,0.0,0.0,0.684,0.307,2560764.4,65215273.9,,,,,0.0,0.0
2021-07-20 23:15:00,80800000.0,158.0,0.0,0.0,0.0,0.0,239.0,287.0,0.0,65.27,65.47,64.85,0.0,0.0,0.0,0.663,0.317,2560804.0,65215273.9,,,,,0.0,0.0
2021-07-20 23:30:00,80800000.0,160.0,0.0,0.0,0.0,0.0,225.0,277.0,0.0,65.35,65.55,64.93,0.0,0.0,0.0,0.659,0.331,2560844.1,65215273.9,,,,,0.0,0.0
2021-07-20 23:45:00,80800000.0,161.0,0.0,0.0,0.0,0.0,224.0,275.0,0.0,65.41,65.6,64.98,0.0,0.0,0.0,0.594,0.33,2560884.2,65215273.9,,,,,0.0,0.0
2021-07-21 00:00:00,80800000.0,160.0,0.0,0.0,0.0,0.0,217.0,270.0,0.0,65.52,65.7,65.09,0.0,0.0,0.0,0.633,0.344,2560924.3,65215273.9,,,,,0.0,0.0
2021-07-21 00:15:00,80800000.0,161.0,0.0,0.0,0.0,0.0,203.0,260.0,0.0,65.74,65.92,65.32,0.0,0.0,0.0,0.634,0.34,2560964.6,65215273.9,,,,,0.0,0.0
2021-07-21 00:30:00,80800000.0,162.0,0.0,0.0,0.0,0.0,197.0,254.0,0.0,65.88,66.06,65.46,0.0,0.0,0.0,0.631,0.352,2561004.9,65215273.9,,,,,0.0,0.0
2021-07-21 00:45:00,80800000.0,160.0,0.0,0.0,0.0,0.0,208.0,262.0,0.0,66.24,66.44,65.84,0.0,0.0,0.0,0.719,0.338,2561044.9,65215273.9,,,,,0.0,0.0
2021-07-21 01:00:00,80800000.0,156.0,0.0,0.0,0.0,0.0,222.0,272.0,0.0,66.35,66.58,65.99,0.0,0.0,0.0,0.704,0.327,2561084.1,65215273.9,,,,,0.0,0.0
2021-07-21 01:15:00,80800000.0,156.0,0.0,0.0,0.0,0.0,237.0,284.0,0.0,66.18,66.41,65.81,0.0,0.0,0.0,0.687,0.314,2561123.1,65215273.9,,,,,0.0,0.0
2021-07-21 01:30:00,80800000.0,156.0,0.0,0.0,0.0,0.0,233.0,281.0,0.0,66.23,66.47,65.87,0.0,0.0,0.0,0.721,0.35,2561161.9,65215273.9,,,,,0.0,0.0
2021-07-21 01:45:00,80800000.0,154.0,0.0,0.0,0.0,0.0,218.0,268.0,0.0,66.3,66.57,65.98,0.0,0.0,0.0,0.707,0.32,2561200.6,65215273.9,,,,,0.0,0.0
2021-07-21 02:00:00,80800000.0,154.0,0.0,0.0,0.0,0.0,226.0,273.0,0.0,66.18,66.46,65.9,0.0,0.0,0.0,0.727,0.32,2561239.1,65215273.9,,,,,0.0,0.0
2021-07-21 02:15:00,80800000.0,156.0,0.0,0.0,0.0,0.0,225.0,273.0,0.0,66.26,66.54,65.98,0.0,0.0,0.0,0.745,0.313,2561278.0,65215273.9,,,,,0.0,0.0
2021-07-21 02:30:00,80800000.0,153.0,0.0,0.0,0.0,0.0,225.0,273.0,0.0,66.15,66.43,65.87,0.0,0.0,0.0,0.737,0.32,2561316.2,65215273.9,,,,,0.0,0.0
2021-07-21 02:45:00,80800000.0,152.0,0.0,0.0,0.0,0.0,227.0,273.0,0.0,66.13,66.42,65.85,0.0,0.0,0.0,0.73,0.329,2561354.1,65215273.9,,,,,0.0,0.0
2021-07-21 03:00:00,80800000.0,156.0,0.0,0.0,0.0,0.0,227.0,275.0,0.0,66.17,66.45,65.9,0.0,0.0,0.0,0.728,0.328,2561393.4,65215273.9,,,,,0.0,0.0
2021-07-21 03:15:00,80800000.0,161.0,0.0,0.0,0.0,0.0,226.0,278.0,0.0,66.16,66.45,65.9,0.0,0.0,0.0,0.716,0.322,2561433.5,65215273.9,,,,,0.0,0.0
2021-07-21 03:30:00,80800000.0,161.0,0.0,0.0,0.0,0.0,225.0,277.0,0.0,66.23,66.52,65.96,0.0,0.0,0.0,0.717,0.328,2561473.7,65215273.9,,,,,0.0,0.0
2021-07-21 03:45:00,80800000.0,158.0,0.0,0.0,0.0,0.0,225.0,275.0,0.0,66.23,66.53,65.97,0.0,0.0,0.0,0.714,0.317,2561513.4,65215273.9,,,,,0.0,0.0
2021-07-21 04:00:00,80800000.0,166.0,0.0,0.0,0.0,0.0,225.0,280.0,0.0,66.28,66.57,66.01,0.0,0.0,0.0,0.712,0.32,2561554.9,65215273.9,,,,,0.0,0.0
2021-07-21 04:15:00,80800000.0,156.0,0.0,0.0,0.0,0.0,226.0,274.0,0.0,66.26,66.54,65.98,0.0,0.0,0.0,0.704,0.326,2561593.9,65215273.9,,,,,0.0,0.0
2021-07-21 04:30:00,80800000.0,156.0,0.0,0.0,0.0,0.0,225.0,274.0,0.0,66.29,66.57,66.01,0.0,0.0,0.0,0.701,0.322,2561632.9,65215273.9,,,,,0.0,0.0
2021-07-21 04:45:00,80800000.0,157.0,0.0,0.0,0.0,0.0,227.0,276.0,0.0,66.19,66.48,65.92,0.0,0.0,0.0,0.714,0.335,2561672.0,65215273.9,,,,,0.0,0.0
2021-07-21 05:00:00,80800000.0,156.0,0.0,0.0,0.0,0.0,229.0,277.0,0.0,66.14,66.43,65.87,0.0,0.0,0.0,0.694,0.32,2561711.1,65215273.9,,,,,0.0,0.0
2021-07-21 05:15:00,80800000.0,158.0,0.0,0.0,0.0,0.0,228.0,278.0,0.0,66.15,66.42,65.86,0.0,0.0,0.0,0.712,0.318,2561750.5,65215273.9,,,,,0.0,0.0
2021-07-21 05:30:00,80800000.0,166.0,0.0,0.0,0.0,0.0,228.0,281.0,0.0,66.24,66.52,65.96,0.0,0.0,0.0,0.721,0.322,2561792.0,65215273.9,,,,,0.0,0.0
2021-07-21 05:45:00,80800000.0,167.0,0.0,0.0,0.0,0.0,227.0,283.0,0.0,66.16,66.44,65.88,0.0,0.0,0.0,0.721,0.324,2561833.8,65215273.9,,,,,0.0,0.0
2021-07-21 06:00:00,80800000.0,178.0,0.0,0.0,0.0,0.0,188.0,259.0,0.0,66.11,66.39,65.82,0.0,0.0,0.0,0.715,0.372,2561878.3,65215273.9,,,,,0.0,0.0
2021-07-21 06:15:00,80800000.0,201.0,0.0,0.0,0.0,0.0,123.0,237.0,0.0,66.01,66.28,65.7,0.0,0.0,0.0,0.69,0.424,2561928.6,65215273.9,,,,,0.0,0.0
2021-07-21 06:30:00,80800000.0,223.0,0.0,0.0,0.0,0.0,102.0,246.0,0.0,65.84,66.09,65.51,0.0,0.0,0.0,0.713,0.525,2561984.3,65215273.9,,,,,0.0,0.0
2021-07-21 06:45:00,80800000.0,240.0,0.0,14.0,0.0,0.0,15.0,243.0,0.0,65.69,65.91,65.33,0.0,0.01,0.0,0.751,0.627,2562044.4,65215273.9,,,,,0.0,0.0
2021-07-21 07:00:00,80800000.0,232.0,0.0,29.0,0.0,0.0,68.0,267.0,0.0,65.92,66.16,65.57,0.0,0.01,0.0,0.78,0.316,2562102.3,65215273.9,,,,,0.0,0.0
2021-07-21 07:15:00,80800000.0,114.0,22.0,91.0,43.0,0.0,44.0,195.0,51.0,65.93,66.09,65.53,0.01,0.01,0.01,0.799,1.238,2562130.8,65215279.4,,,,,23.977514000000003,461.0704938987949
